QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
42,Classic Cars,S700_2824,1/29/2003 0:00,150
42,Classic Cars,S700_2824,4/1/2003 0:00,108
45,Classic Cars,S700_2824,5/28/2003 0:00,66
36,Classic Cars,S700_2824,7/24/2003 0:00,59
20,Classic Cars,S700_2824,9/19/2003 0:00,23
39,Classic Cars,S700_2824,10/21/2003 0:00,54
42,Classic Cars,S700_2824,11/6/2003 0:00,69
23,Classic Cars,S700_2824,11/13/2003 0:00,27
26,Classic Cars,S700_2824,11/25/2003 0:00,49
33,Classic Cars,S700_2824,12/5/2003 0:00,74
31,Classic Cars,S700_2824,2/4/2004 0:00,41
50,Classic Cars,S700_2824,3/11/2004 0:00,60
44,Classic Cars,S700_2824,5/4/2004 0:00,67
45,Classic Cars,S700_2824,6/15/2004 0:00,85
46,Classic Cars,S700_2824,7/19/2004 0:00,96
27,Classic Cars,S700_2824,8/19/2004 0:00,50
28,Classic Cars,S700_2824,9/8/2004 0:00,68
40,Classic Cars,S700_2824,10/11/2004 0:00,95
30,Classic Cars,S700_2824,10/22/2004 0:00,55
34,Classic Cars,S700_2824,11/5/2004 0:00,70
46,Classic Cars,S700_2824,11/20/2004 0:00,88
32,Classic Cars,S700_2824,11/1/2004 0:00,42
27,Classic Cars,S700_2824,12/10/2004 0:00,43
34,Classic Cars,S700_2824,1/23/2005 0:00,52
34,Classic Cars,S700_2824,2/17/2005 0:00,60
34,Classic Cars,S700_2824,5/1/2005 0:00,66
46,Classic Cars,S700_2824,5/31/2005 0:00,93
