QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
34,Motorcycles,S50_4713,2003-03-03 00:00:00,150
44,Motorcycles,S50_4713,2003-05-07 00:00:00,116
44,Motorcycles,S50_4713,2003-07-02 00:00:00,72
38,Motorcycles,S50_4713,2003-08-25 00:00:00,66
31,Motorcycles,S50_4713,2003-10-10 00:00:00,71
48,Motorcycles,S50_4713,2003-11-04 00:00:00,94
21,Motorcycles,S50_4713,2003-11-11 00:00:00,46
40,Motorcycles,S50_4713,2003-11-19 00:00:00,79
40,Motorcycles,S50_4713,2004-01-15 00:00:00,87
50,Motorcycles,S50_4713,2004-02-21 00:00:00,106
20,Motorcycles,S50_4713,2004-04-05 00:00:00,56
48,Motorcycles,S50_4713,2004-05-26 00:00:00,92
47,Motorcycles,S50_4713,2004-06-30 00:00:00,96
21,Motorcycles,S50_4713,2004-08-02 00:00:00,49
39,Motorcycles,S50_4713,2004-08-27 00:00:00,70
44,Motorcycles,S50_4713,2004-09-30 00:00:00,87
28,Motorcycles,S50_4713,2004-10-15 00:00:00,43
45,Motorcycles,S50_4713,2004-11-03 00:00:00,61
20,Motorcycles,S50_4713,2004-11-17 00:00:00,49
38,Motorcycles,S50_4713,2004-11-24 00:00:00,71
26,Motorcycles,S50_4713,2004-12-09 00:00:00,33
44,Motorcycles,S50_4713,2005-01-07 00:00:00,59
49,Motorcycles,S50_4713,2005-02-03 00:00:00,71
22,Motorcycles,S50_4713,2005-03-04 00:00:00,58
31,Motorcycles,S50_4713,2005-04-08 00:00:00,36
15,Motorcycles,S50_4713,05-08-2005 00:00:00,37
