QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
49,Planes,S24_2841,2003-02-17 00:00:00,150
41,Planes,S24_2841,2003-04-28 00:00:00,101
35,Planes,S24_2841,2003-06-16 00:00:00,60
27,Planes,S24_2841,2003-08-10 00:00:00,55
23,Planes,S24_2841,2003-10-06 00:00:00,28
21,Planes,S24_2841,2003-10-23 00:00:00,27
34,Planes,S24_2841,2003-11-08 00:00:00,44
22,Planes,S24_2841,2003-11-14 00:00:00,50
48,Planes,S24_2841,2003-11-27 00:00:00,89
43,Planes,S24_2841,2004-01-09 00:00:00,85
32,Planes,S24_2841,2004-02-19 00:00:00,42
20,Planes,S24_2841,2004-05-08 00:00:00,40
24,Planes,S24_2841,2004-06-24 00:00:00,47
40,Planes,S24_2841,2004-07-21 00:00:00,69
30,Planes,S24_2841,2004-08-21 00:00:00,60
21,Planes,S24_2841,2004-09-15 00:00:00,30
25,Planes,S24_2841,2004-10-14 00:00:00,49
34,Planes,S24_2841,2004-11-01 00:00:00,63
48,Planes,S24_2841,2004-11-12 00:00:00,84
55,Planes,S24_2841,2004-11-23 00:00:00,106
25,Planes,S24_2841,2004-12-03 00:00:00,51
38,Planes,S24_2841,2005-01-31 00:00:00,74
39,Planes,S24_2841,2005-03-01 00:00:00,75
28,Planes,S24_2841,2005-03-30 00:00:00,36
24,Planes,S24_2841,2005-04-01 00:00:00,35
21,Planes,S24_2841,2005-05-09 00:00:00,42
10,Planes,S24_2841,06-08-2005 00:00:00,49
