QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
37,Classic Cars,S24_3432,2003-03-18 00:00:00,150
43,Classic Cars,S24_3432,2003-05-21 00:00:00,113
27,Classic Cars,S24_3432,2003-09-11 00:00:00,70
30,Classic Cars,S24_3432,2003-10-17 00:00:00,43
22,Classic Cars,S24_3432,2003-11-05 00:00:00,47
49,Classic Cars,S24_3432,2003-11-12 00:00:00,74
46,Classic Cars,S24_3432,2003-11-20 00:00:00,85
48,Classic Cars,S24_3432,2003-12-02 00:00:00,93
46,Classic Cars,S24_3432,2004-01-16 00:00:00,102
48,Classic Cars,S24_3432,2004-02-26 00:00:00,56
27,Classic Cars,S24_3432,2004-04-13 00:00:00,44
43,Classic Cars,S24_3432,2004-07-07 00:00:00,60
48,Classic Cars,S24_3432,2004-08-09 00:00:00,72
41,Classic Cars,S24_3432,2004-09-01 00:00:00,76
22,Classic Cars,S24_3432,2003-10-05 00:00:00,35
46,Classic Cars,S24_3432,2004-10-16 00:00:00,64
21,Classic Cars,S24_3432,2004-11-04 00:00:00,42
31,Classic Cars,S24_3432,2004-11-17 00:00:00,62
26,Classic Cars,S24_3432,2004-11-29 00:00:00,31
20,Classic Cars,S24_3432,2005-01-19 00:00:00,34
34,Classic Cars,S24_3432,2005-02-16 00:00:00,60
43,Classic Cars,S24_3432,2005-04-22 00:00:00,73
26,Classic Cars,S24_3432,2005-05-29 00:00:00,30
18,Classic Cars,S24_3432,06-28-2005 00:00:00,36
