QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
44,Classic Cars,S24_2840,1/31/2003 0:00,150
24,Classic Cars,S24_2840,4/1/2003 0:00,106
39,Classic Cars,S24_2840,6/3/2003 0:00,82
21,Classic Cars,S24_2840,8/1/2003 0:00,43
30,Classic Cars,S24_2840,9/21/2003 0:00,64
27,Classic Cars,S24_2840,10/22/2003 0:00,34
37,Classic Cars,S24_2840,11/6/2003 0:00,58
42,Classic Cars,S24_2840,11/14/2003 0:00,63
32,Classic Cars,S24_2840,11/25/2003 0:00,71
42,Classic Cars,S24_2840,12/9/2003 0:00,83
21,Classic Cars,S24_2840,2/10/2004 0:00,41
33,Classic Cars,S24_2840,3/11/2004 0:00,54
49,Classic Cars,S24_2840,5/5/2004 0:00,78
31,Classic Cars,S24_2840,6/15/2004 0:00,72
38,Classic Cars,S24_2840,7/20/2004 0:00,41
20,Classic Cars,S24_2840,8/19/2004 0:00,31
39,Classic Cars,S24_2840,9/8/2004 0:00,63
48,Classic Cars,S24_2840,10/13/2004 0:00,90
39,Classic Cars,S24_2840,10/22/2004 0:00,42
30,Classic Cars,S24_2840,11/5/2004 0:00,35
33,Classic Cars,S24_2840,11/19/2004 0:00,46
36,Classic Cars,S24_2840,12/1/2004 0:00,56
36,Classic Cars,S24_2840,12/10/2004 0:00,67
45,Classic Cars,S24_2840,1/23/2005 0:00,77
40,Classic Cars,S24_2840,2/22/2005 0:00,82
46,Classic Cars,S24_2840,3/15/2005 0:00,98
30,Classic Cars,S24_2840,5/3/2005 0:00,52
31,Classic Cars,S24_2840,5/31/2005 0:00,55
