QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
33,Vintage Cars,S32_4289,2/17/2003 0:00,150
29,Vintage Cars,S32_4289,4/29/2003 0:00,117
49,Vintage Cars,S32_4289,6/27/2003 0:00,88
20,Vintage Cars,S32_4289,8/13/2003 0:00,39
31,Vintage Cars,S32_4289,10/28/2003 0:00,58
39,Vintage Cars,S32_4289,1/12/2004 0:00,76
20,Vintage Cars,S32_4289,2/20/2004 0:00,37
34,Vintage Cars,S32_4289,4/2/2004 0:00,65
50,Vintage Cars,S32_4289,5/11/2004 0:00,99
40,Vintage Cars,S32_4289,6/24/2004 0:00,49
28,Vintage Cars,S32_4289,7/23/2004 0:00,40
50,Vintage Cars,S32_4289,8/21/2004 0:00,77
28,Vintage Cars,S32_4289,9/16/2004 0:00,67
46,Vintage Cars,S32_4289,10/15/2004 0:00,88
24,Vintage Cars,S32_4289,11/1/2004 0:00,42
24,Vintage Cars,S32_4289,11/12/2004 0:00,43
39,Vintage Cars,S32_4289,11/24/2004 0:00,68
40,Vintage Cars,S32_4289,12/4/2004 0:00,76
49,Vintage Cars,S32_4289,12/17/2004 0:00,88
44,Vintage Cars,S32_4289,2/3/2005 0:00,84
35,Vintage Cars,S32_4289,3/3/2005 0:00,40
22,Vintage Cars,S32_4289,3/30/2005 0:00,39
62,Vintage Cars,S32_4289,4/3/2005 0:00,82
26,Vintage Cars,S32_4289,5/10/2005 0:00,61
