QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
35,Motorcycles,S24_2360,2003-03-03,150
32,Motorcycles,S24_2360,2003-05-07,115
29,Motorcycles,S24_2360,2003-07-02,83
27,Motorcycles,S24_2360,2003-08-25,54
27,Motorcycles,S24_2360,2003-10-10,73
38,Motorcycles,S24_2360,2003-11-04,46
35,Motorcycles,S24_2360,2003-11-11,51
42,Motorcycles,S24_2360,2003-11-19,58
21,Motorcycles,S24_2360,2004-01-15,46
37,Motorcycles,S24_2360,2004-02-21,70
26,Motorcycles,S24_2360,2004-04-05,33
47,Motorcycles,S24_2360,2004-05-26,64
37,Motorcycles,S24_2360,2004-06-30,57
46,Motorcycles,S24_2360,2004-08-02,84
38,Motorcycles,S24_2360,2004-08-27,79
33,Motorcycles,S24_2360,2004-09-30,41
24,Motorcycles,S24_2360,2004-10-15,32
31,Motorcycles,S24_2360,2004-11-03,53
42,Motorcycles,S24_2360,2004-11-16,78
32,Motorcycles,S24_2360,2004-11-24,36
41,Motorcycles,S24_2360,2004-12-07,50
43,Motorcycles,S24_2360,2005-01-06,59
20,Motorcycles,S24_2360,2005-02-03,45
35,Motorcycles,S24_2360,2005-03-04,65
27,Motorcycles,S24_2360,2005-04-08,30
9,Motorcycles,S24_2360,2005-05-08,40
