QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
46,Vintage Cars,S18_3320,2003-01-29,150
39,Vintage Cars,S18_3320,2003-03-25,104
38,Vintage Cars,S18_3320,2003-05-28,65
30,Vintage Cars,S18_3320,2003-07-16,76
42,Vintage Cars,S18_3320,2003-09-12,46
43,Vintage Cars,S18_3320,2003-10-20,49
29,Vintage Cars,S18_3320,2003-11-05,39
33,Vintage Cars,S18_3320,2003-11-12,56
32,Vintage Cars,S18_3320,2003-11-21,73
28,Vintage Cars,S18_3320,2003-12-05,41
41,Vintage Cars,S18_3320,2004-01-29,60
33,Vintage Cars,S18_3320,2004-03-02,61
36,Vintage Cars,S18_3320,2004-04-29,83
26,Vintage Cars,S18_3320,2004-06-14,47
34,Vintage Cars,S18_3320,2004-08-17,63
26,Vintage Cars,S18_3320,2004-09-07,29
38,Vintage Cars,S18_3320,2004-10-11,48
33,Vintage Cars,S18_3320,2004-10-21,45
33,Vintage Cars,S18_3320,2004-11-05,45
46,Vintage Cars,S18_3320,2004-11-18,72
26,Vintage Cars,S18_3320,2004-11-29,67
25,Vintage Cars,S18_3320,2004-12-10,41
45,Vintage Cars,S18_3320,2005-01-20,73
50,Vintage Cars,S18_3320,2005-02-17,87
36,Vintage Cars,S18_3320,2005-03-10,37
21,Vintage Cars,S18_3320,2005-05-30,41
8,Vintage Cars,S18_3320,2005-06-29,50
