QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
46,Classic Cars,S24_2887,3/18/2003 0:00,150
25,Classic Cars,S24_2887,5/21/2003 0:00,104
34,Classic Cars,S24_2887,9/11/2003 0:00,79
25,Classic Cars,S24_2887,10/17/2003 0:00,45
23,Classic Cars,S24_2887,11/5/2003 0:00,45
20,Classic Cars,S24_2887,11/12/2003 0:00,22
23,Classic Cars,S24_2887,11/20/2003 0:00,44
42,Classic Cars,S24_2887,12/2/2003 0:00,81
27,Classic Cars,S24_2887,1/22/2004 0:00,39
33,Classic Cars,S24_2887,3/2/2004 0:00,45
28,Classic Cars,S24_2887,4/13/2004 0:00,47
43,Classic Cars,S24_2887,7/7/2004 0:00,68
48,Classic Cars,S24_2887,8/9/2004 0:00,78
48,Classic Cars,S24_2887,9/1/2004 0:00,95
45,Classic Cars,S24_2887,10/6/2003 0:00,47
43,Classic Cars,S24_2887,10/16/2004 0:00,64
44,Classic Cars,S24_2887,11/17/2004 0:00,74
24,Classic Cars,S24_2887,11/29/2004 0:00,30
31,Classic Cars,S24_2887,1/19/2005 0:00,53
44,Classic Cars,S24_2887,2/16/2005 0:00,76
59,Classic Cars,S24_2887,4/22/2005 0:00,102
55,Classic Cars,S24_2887,5/29/2005 0:00,113
