QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
25,Vintage Cars,S18_3136,2003-01-29,150
43,Vintage Cars,S18_3136,2003-03-25,125
30,Vintage Cars,S18_3136,2003-05-28,82
20,Vintage Cars,S18_3136,2003-07-16,52
26,Vintage Cars,S18_3136,2003-09-19,32
40,Vintage Cars,S18_3136,2003-10-20,55
31,Vintage Cars,S18_3136,2003-11-05,59
22,Vintage Cars,S18_3136,2003-11-13,28
23,Vintage Cars,S18_3136,2003-11-21,39
30,Vintage Cars,S18_3136,2003-12-05,54
49,Vintage Cars,S18_3136,2004-01-29,83
31,Vintage Cars,S18_3136,2004-03-10,34
29,Vintage Cars,S18_3136,2004-04-29,34
37,Vintage Cars,S18_3136,2004-06-14,52
38,Vintage Cars,S18_3136,2004-07-19,54
29,Vintage Cars,S18_3136,2004-08-17,52
23,Vintage Cars,S18_3136,2004-09-08,65
26,Vintage Cars,S18_3136,2004-10-11,42
38,Vintage Cars,S18_3136,2004-10-21,70
48,Vintage Cars,S18_3136,2004-11-04,85
40,Vintage Cars,S18_3136,2004-11-17,81
45,Vintage Cars,S18_3136,2004-11-29,102
44,Vintage Cars,S18_3136,2004-12-10,57
21,Vintage Cars,S18_3136,2005-01-20,45
35,Vintage Cars,S18_3136,2005-02-17,62
29,Vintage Cars,S18_3136,2005-03-10,72
21,Vintage Cars,S18_3136,2005-05-30,43
