QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
35,Trucks and Buses,S18_1097,1/29/2003 0:00,150
49,Trucks and Buses,S18_1097,3/26/2003 0:00,115
38,Trucks and Buses,S18_1097,5/28/2003 0:00,66
32,Trucks and Buses,S18_1097,7/24/2003 0:00,71
34,Trucks and Buses,S18_1097,9/19/2003 0:00,39
36,Trucks and Buses,S18_1097,10/21/2003 0:00,60
48,Trucks and Buses,S18_1097,11/6/2003 0:00,74
21,Trucks and Buses,S18_1097,11/13/2003 0:00,26
21,Trucks and Buses,S18_1097,11/25/2003 0:00,41
34,Trucks and Buses,S18_1097,12/5/2003 0:00,70
46,Trucks and Buses,S18_1097,1/29/2004 0:00,86
32,Trucks and Buses,S18_1097,3/10/2004 0:00,40
29,Trucks and Buses,S18_1097,5/4/2004 0:00,51
41,Trucks and Buses,S18_1097,6/15/2004 0:00,73
43,Trucks and Buses,S18_1097,7/19/2004 0:00,92
24,Trucks and Buses,S18_1097,8/17/2004 0:00,49
41,Trucks and Buses,S18_1097,9/8/2004 0:00,75
46,Trucks and Buses,S18_1097,10/11/2004 0:00,90
32,Trucks and Buses,S18_1097,10/21/2004 0:00,44
22,Trucks and Buses,S18_1097,11/4/2004 0:00,49
29,Trucks and Buses,S18_1097,11/18/2004 0:00,75
42,Trucks and Buses,S18_1097,11/29/2004 0:00,46
39,Trucks and Buses,S18_1097,12/10/2004 0:00,49
27,Trucks and Buses,S18_1097,1/20/2005 0:00,56
48,Trucks and Buses,S18_1097,2/17/2005 0:00,90
29,Trucks and Buses,S18_1097,3/9/2005 0:00,42
27,Trucks and Buses,S18_1097,5/1/2005 0:00,58
54,Trucks and Buses,S18_1097,5/31/2005 0:00,92
